Year,Fund Code,Dept Number,Appropriation Authority,Description,Previous Year Grant,Anticipated Grant,Carryover,Year Total
2019,2822,050,0J45,Total - 050 - Department of Family and Support Services,365526334,326516886,212848000,539364886
2019,2895,091,0Z20,Illinois Library Development - Per Capita and Area,7303000,,,
2019,2895,091,0Z57,Illinois Library Development - Per Capita and Area,,7303000,,7303000
2019,2851,091,0Z54,Increasing Access through Digitization,19000,,19000,19000
2019,2843,091,0J84,Independence Branch Capital Construction - Build Illinois Program,500000,,500000,500000
2019,2852,091,0Z58,Live and Learn Construction,,250000,,250000
2019,2849,091,0Z43,Project Next Generation,40000,,20000,20000
2019,2842,091,0815,State Capital Construction Program,9935000,,,
2019,2846,091,0J66,Woodson Branch Construction,832000,,832000,832000
2019,2846,091,0J66,Total - 091 - Chicago Public Library,18629000,7553000,1371000,8924000
2019,2846,091,0J66,Total - Community Services,525869249,448663648,246446000,695109648
2019,2834,021,0W81,Abandoned Residential Property Relief,,2579000,,2579000
2019,2834,021,0V43,Abandoned Residential Property Relief,,1200000,,1200000
2019,2832,021,0K32,Foreclosure Prevention Program,,580000,,580000
2019,2833,021,0831,Home Investment Partnership,,3697000,,3697000
2019,2833,021,0K73,Home Investment Partnership,,3135000,,3135000
2019,2833,021,0K14,Home Investment Partnership,,1090000,,1090000
2019,2833,021,0V24,Home Investment Partnership,,13388000,,13388000
2019,2833,021,0V47,Home Investment Partnership,,19290000,,19290000
2019,2833,021,0K89,Home Investment Partnership,,9655000,,9655000
2019,2833,021,0W82,Home Investment Partnership,,20300000,,20300000
2019,2835,021,0K51,Low Income Housing Trust Fund,,5700000,,5700000
2019,2830,021,0293,Rental Rehabilitation,,6139000,,6139000
2019,2830,021,0J45,Community Development Block Grant,,29336527,,29336527
2019,2830,021,0J45,Total - 021 - Department of Housing,,116089527,,116089527
2019,2865,023,0Z12,Art Works,35000,,35000,35000
2019,2865,023,0Z17,Art Works,,50000,,50000
2019,2865,023,0Z62,Art Works,,50000,,50000
2019,2865,023,0Z61,Art Works,,50000,,50000
2019,2865,023,0J19,Art Works,35000,,35000,35000
2019,2865,023,0Z37,Art Works,,50000,,50000
2019,2865,023,0Z56,Art Works,,50000,,50000
2019,2855,023,0Z44,Chicago Cultural Center Exhibition,,250000,,250000
2019,2855,023,0P72,Chicago Cultural Center Exhibition,187000,,,
2019,2864,023,0P72,Chicago Cultural Center Foundation,136000,,136000,136000
2019,2859,023,0P73,Chicago Cultural Plan,134000,,,
2019,2859,023,0Z35,Chicago Cultural Plan,,300000,,300000
2019,2851,023,0Z48,Cultural Fund,,50000,,50000
2019,2829,023,0Z16,Farmers Markets,,250000,,250000
2019,2839,023,0J75,IAC - Community Arts Access Program,139000,,,
2019,2839,023,0Z32,IAC - Community Arts Access Program,,40000,,40000
2019,2839,023,0Z31,IAC - Community Arts Access Program,,150000,,150000
2019,2839,023,0Z30,IAC - Community Arts Access Program,35000,,,
2019,2838,023,0J92,IAC - Partners in Excellence,46000,,,
2019,2838,023,0Z33,IAC - Partners in Excellence,,58000,,58000
2019,2838,023,0Z53,IAC - Partners in Excellence,46000,,,
2019,2838,023,0Z34,IAC - Partners in Excellence,,58000,,58000
2019,2873,023,0P72,Millennium Park Workouts,125000,,,
2019,2873,023,0Z36,Millennium Park Workouts,,125000,,125000
2019,2872,023,0Z59,NEA - Our Town Program,50000,,50000,50000
2019,2872,023,0Z46,NEA - Our Town Program,50000,,50000,50000
2019,2872,023,0Z45,NEA - Our Town Program,,50000,,50000
2019,2872,023,0Z63,NEA - Our Town Program,,50000,,50000
2019,2863,023,0P72,Public Art Endowment,300000,,,
2019,2848,023,0P72,Summerdance and World Music Festival,25000,,,
2019,2848,023,0Z35,Summerdance and World Music Festival,,25000,,25000
2019,2848,023,0Z35,Total - 023 - Department of Cultural Affairs and Special Events,1343000,1656000,306000,1962000
2019,0S13,054,2878,ARRA - Neighborhood Stabilization Program 3 - Program Income,37000,,,
2019,0S85,054,2850,ARRA - Neighborhood Stabilization Program Income,49000,,,
2019,0S73,054,2849,ARRA - Neighborhood Stabilization Program Income,154000,,,
2019,2883,054,0W81,Abandoned Residential Property Municipality Relief Program,2579000,,,
2019,2883,054,0V43,Abandoned Residential Property Municipality Relief Program,3600000,,,
2019,2888,054,0W85,African American Civil Rights Preservation,446000,,446000,446000
2019,2885,054,0V41,Coastal Management Grant,60000,,60000,60000
2019,2880,054,0J63,Community Development Block Grant - Disaster Recovery,6900000,,1933000,1933000
2019,2884,054,0V40,Conservation Innovation,930000,,930000,930000
2019,2890,054,0V78,Corridor Study Technical Assistance,143000,,,
2019,2891,054,0V79,Corridor Study Technical Assistance - MATCH,8000,,,
2019,2868,054,0K32,Foreclosure Prevention Program,920000,,,
2019,2887,054,0W87,Green Infrastructure Program,500000,,500000,500000
2019,2819,054,0V47,Home Investment Partnership,20804000,,,
2019,2819,054,0K73,Home Investment Partnership,12777000,,,
2019,2819,054,0V24,Home Investment Partnership,14875000,,,
2019,2819,054,0831,Home Investment Partnership,3697000,,,
2019,2819,054,0K14,Home Investment Partnership,3704000,,,
2019,2819,054,0K89,Home Investment Partnership,12260000,,,
2019,2874,054,0K51,Low Income Housing Trust Fund,5793000,,,
2019,2882,054,0293,Rental Rehabilitation,4765000,,,
2019,2882,054,0J45,Community Development Block Grant,32456874,4028991,,4028991
2019,2882,054,0J45,Total - 054 - Department of Planning and Development,127457874,4028991,3869000,7897991
2019,2882,054,0J45,Total - City Development,128800874,121774518,4175000,125949518
2019,2882,067,0J45,Community Development Block Grant,6965676,7119229,,7119229
2019,2882,067,0J45,Total - 067 - Department of Buildings,6965676,7119229,,7119229
2019,2815,070,0P20,Cable Local Origination,1259000,1403000,,1403000
2019,2801,070,0J94,Tobacco Enforcement Grant,225000,,,
2019,2801,070,0Z64,Tobacco Enforcement Grant,333000,,333000,333000
2019,2801,070,0Z42,Tobacco Enforcement Grant,,333000,,333000
2019,2801,070,0Z42,Total - 070 - Department of Business Affairs and Consumer Protection,1817000,1736000,333000,2069000
2019,2801,070,0Z42,Total - Regulatory,8782676,8855229,333000,9188229
2019,2801,070,0Z42,Total - All Programs,1459547000,1147068000,663492000,1810560000
2020,2810,001,0J83,100 Resilient Cities Initiative,77000,,,
2020,2826,001,0Z10,Gun Violence,125000,,,
2020,2827,001,0Z49,HBS Fellows Program,41000,,,
2020,2827,001,0Z26,HBS Fellows Program,23000,,,
2020,2833,001,0P71,Innovation Delivery,274000,,274000,274000
2020,2828,001,0Z29,Pathways to Freedom,285000,,254000,254000
2020,2825,001,0Z11,Police Reform,264000,,100000,100000
2020,2804,001,0Z01,Smart Grid / Energy Efficiency Consumer Education,100000,,,
2020,2831,001,0Z52,Workforce Innovation,400000,,276000,276000
2020,2831,001,0Z52,Total - 001 - Office of the Mayor,1589000,,904000,904000
2020,2855,005,0075,Central Grants Management,2031000,2031000,,2031000
2020,2880,005,0J63,Community Development Block Grant - Disaster Recovery,259000,,223000,223000
2020,2820,005,0Z28,Labor Management Cooperation,4000,,,
2020,2820,005,0Z27,Labor Management Cooperation,50000,,,
2020,2820,005,0J46,Community Development Block Grant,3106011,1811746,,1811746
2020,2820,005,0J46,Total - 005 - Office of Budget and Management,5450011,3842746,223000,4065746
2020,2829,006,0X61,Public Health Emergency Preparedness (PHEP),230000,,,
2020,2829,006,0U10,Public Health Emergency Preparedness (PHEP),496000,,,
2020,2825,006,0K94,Urban Areas Security Initiative,584000,,,
2020,2825,006,0V61,Urban Areas Security Initiative,4617000,,,
2020,2825,006,0V27,Urban Areas Security Initiative,2270000,,,
2020,2825,006,0V27,Total - 006 - Department of Innovation and Technology,8197000,,,
2020,2855,027,0075,Central Grants Management,345000,290000,,290000
2020,2855,027,0J46,Community Development Block Grant,1232660,1088325,,1088325
2020,2855,027,0J46,Total - 027 - Department of Finance,1577660,1378325,,1378325
2020,2855,031,0J46,Community Development Block Grant,1845892,2968492,,2968492
2020,2855,031,0J46,Total - 031 - Department of Law,1845892,2968492,,2968492
2020,2801,035,0Z24,Accelerator's Procurement,22000,,,
2020,2801,035,0Z24,Total - 035 - Department of Procurement Services,22000,,,
2020,2852,038,0Z39,Anadarko / Streeterville Removal,45315000,,45111000,45111000
2020,2851,038,0Z25,Chicago Bee Library Renovation,817000,,,
2020,2848,038,0Z04,Municipal Brownfields Redevelopment,370000,,175000,175000
2020,2848,038,0J46,Community Development Block Grant,268943,286665,,286665
2020,2848,038,0J46,Total - 038 - Department of Asset and Information Management,46770943,286665,45286000,45572665
2020,2848,038,0J46,Total - Finance and Administration,65452506,8476228,46413000,54889228
2020,2901,084,0M07,CDOT - Private Grants,800000,1000000,,1000000
2020,2968,084,0W00,Chicago Metropolitan Agency for Planning (CMAP) Local Assistance Program,200000,200000,,200000
2020,2996,084,0W01,Chicago Transit Authority Infrastructure Improvement,16000,1685000,,1685000
2020,290A,084,0W27,City Colleges Infrastructure Improvements,585000,,,
2020,2805,084,0W02,Congestion Mitigation Air Quality (CMAQ),21221000,26052000,,26052000
2020,2873,084,0W03,Cook County Highway Program,6000000,6000000,,6000000
2020,2995,084,0W04,Cubs Fund for Neighborhood Improvements,250000,250000,,250000
2020,280M,084,0W24,Department of Commerce and Economic Opportunity,7906000,8000000,,8000000
2020,2869,084,0W05,High Priority Project Program,920000,1003000,,1003000
2020,2925,084,0W06,Highway Safety Improvement Program,1656000,2633000,,2633000
2020,280E,084,0L98,IDOT Transportation Funds,65200000,79600000,,79600000
2020,280L,084,0W23,Illinois Competitive Freight Program,1360000,7200000,,7200000
2020,280K,084,0W22,Illinois Secretary of State Grant,900000,,,
2020,2906,084,0W12,Illinois Special Bridge Program (ISPB) / Major Bridge,,12260000,,12260000
2020,2993,084,0W11,Illinois Transportation Enhancement Program,2000000,2304000,,2304000
2020,290B,084,0W28,MWRD Infrastructure Improvements,597000,,,
2020,280G,084,0L99,National Priority Safety Program,,1033000,,1033000
2020,280A,084,0W26,Pipelines and Hazardous Materials Safety,98000,,,
2020,2921,084,0W13,Safe Routes to School,1230000,,,
2020,2981,084,0W15,State Planning and Research,3011000,3000000,,3000000
2020,2820,084,0W16,Surface Transportation Program (STP),77260000,97000000,,97000000
2020,2994,084,0W18,Transportation Alternatives Program,23800000,28898000,,28898000
2020,280P,084,0W20,Transportation Planning,350000,875000,,875000
2020,280H,084,0W21,Uniform Work Program,1013000,1200000,,1200000
2020,280H,084,0J46,Community Development Block Grant,3320099,5000000,,5000000
2020,280H,084,0J46,Total - 084 - Chicago Department of Transportation,219693099,285193000,,285193000
2020,2825,085,0624,AIP - Letter of Intent (LOI) Funding,65000000,65000000,,65000000
2020,2824,085,0623,Midway - AIP - Noise Program,17500000,25000000,,25000000
2020,2805,085,0623,Midway - Airport Improvement Program,33997000,,33906000,33906000
2020,2807,085,0623,Midway TSA,5526000,526000,5000000,5526000
2020,2810,085,0624,O'Hare - Airport Improvement Program,44818000,25400000,44818000,70218000
2020,2813,085,0624,O'Hare - Airport Improvement Program (AIP) - Noise Program,30718000,,21418000,21418000
2020,2811,085,0624,O'Hare - Transportation Security Administration,72380000,2843000,48463000,51306000
2020,2815,085,0624,O'Hare / Midway - TSA National Explosives Detection Canine Team Program,1263000,1263000,,1263000
2020,2800,085,0624,O'Hare Airport - FAA (MOA) - Phase II,7600000,,7600000,7600000
2020,2800,085,0624,Total - 085 - Chicago Department of Aviation,278802000,120032000,161205000,281237000
2020,2809,088,0L69,Albany Park Flood Control Project 1,7762000,,3704000,3704000
2020,2880,088,0J63,Community Development Block Grant - Disaster Recovery,7938000,,7938000,7938000
2020,2880,088,0J46,Community Development Block Grant,,5000000,,5000000
2020,2880,088,0J46,Total - 088 - Department of Water Management,15700000,5000000,11642000,16642000
2020,2880,088,0J46,Total - Infrastructure Services,514195099,410225000,172847000,583072000
2020,2810,051,0V99,Edward Byrne Memorial Justice Assistance Grant (JAG),,151000,,151000
2020,2820,051,0V35,Securing the City,,261000,,261000
2020,2815,051,0W96,Urban Areas Security Initiative,,2473000,,2473000
2020,2815,051,0W96,Total - 051 - Office of Public Safety Administration,,2885000,,2885000
2020,2816,057,0657,Asset Forfeiture - Federal,827000,300000,,300000
2020,2816,057,0B17,Asset Forfeiture - Federal,4399000,4740000,,4740000
2020,2817,057,0191,Asset Forfeiture - State,4108000,2135000,,2135000
2020,280H,057,0Z71,Body Worn Cameras,640000,,640000,640000
2020,280H,057,0V58,Body Worn Cameras,468000,,,
2020,280H,057,0V80,Body Worn Cameras,464000,,,
2020,280H,057,0Z72,Body Worn Cameras,640000,,640000,640000
2020,280S,057,0W88,Byrne Criminal Justice Innovation Program,325000,,325000,325000
2020,2983,057,0V18,COPS Hiring Program,2612000,,,
2020,2983,057,0V84,COPS Hiring Program,5912000,2339000,5912000,8251000
2020,2983,057,0Z67,COPS Hiring Program,,4242000,,4242000
2020,2983,057,0V49,COPS Hiring Program,3125000,,3075000,3075000
2020,2983,057,0Z66,COPS Hiring Program,,4242000,,4242000
2020,2854,057,0P87,CPD - Private Grants,4038000,540000,3248000,3788000
2020,280W,057,0W49,Chicago Southside Early Diversion Program,65000,,,
2020,2909,057,0V07,Community Policing Development,80000,,80000,80000
2020,280X,057,0W98,Death Penalty Abolition,254000,,,
2020,2996,057,0V50,Edward Byrne Memorial Justice Assistance Grant (JAG),2269000,,2269000,2269000
2020,2996,057,0V19,Edward Byrne Memorial Justice Assistance Grant (JAG),2202000,,975000,975000
2020,2996,057,0V03,Edward Byrne Memorial Justice Assistance Grant (JAG),600000,,,
2020,2996,057,0V99,Edward Byrne Memorial Justice Assistance Grant (JAG),,2149000,,2149000
2020,280Q,057,0V75,First Responders Comprehensive Addiction and Recovery,1000000,,966000,966000
2020,2999,057,0K76,Get Behind the Vest,267000,,212000,212000
2020,2987,057,0Z84,Injury Prevention,116000,,,
2020,2987,057,0V97,Injury Prevention,119000,,112000,112000
2020,2987,057,0W84,Injury Prevention,210000,,,
2020,2987,057,0W91,Injury Prevention,,119000,,119000
2020,2935,057,0V89,Justice and Mental Health Collaboration,746000,,746000,746000
2020,2995,057,0Z85,Local Alcohol Program,,503000,,503000
2020,2995,057,0V95,Local Alcohol Program,502000,,497000,497000
2020,2995,057,0Z86,Local Alcohol Program,492000,,,
2020,280R,057,0V86,Local Law Enforcement Crime Gun Intelligence Integration,,552000,,552000
2020,2945,057,0W50,Motor Vehicle Theft Prevention,804000,804000,804000,1608000
2020,2882,057,0V13,National Explosives Detection Canine Team Program,321000,,,
2020,2882,057,0U88,National Explosives Detection Canine Team Program,,758000,,758000
2020,280D,057,0K79,Optimizing Video Technology in Urban Policing,240000,,,
2020,280A,057,0Z70,Paul Coverdell Forensic Science Improvement,,250000,,250000
2020,280N,057,0V88,Port Security,261000,,261000,261000
2020,280N,057,0V85,Port Security,199000,,199000,199000
2020,280N,057,0V59,Port Security,570000,,570000,570000
2020,280N,057,0Z73,Port Security,,1287000,,1287000
2020,280N,057,0V87,Port Security,781000,,781000,781000
2020,2859,057,0V68,Project Safe Neighborhoods,500000,,450000,450000
2020,2912,057,0W92,Safe Routes to Schools,150000,,150000,150000
2020,2982,057,0Z76,Smart Policing Innovation,,662000,,662000
2020,2982,057,0V17,Smart Policing Innovation,260000,,,
2020,2881,057,0W51,Special Data Collections and Statistical Studies,503000,,503000,503000
2020,2968,057,0Z74,Sustained Traffic Enforcement Program,,663000,,663000
2020,2968,057,0V93,Sustained Traffic Enforcement Program,663000,,663000,663000
2020,2968,057,0Z83,Sustained Traffic Enforcement Program,381000,,,
2020,2811,057,0V69,Technology Opportunities for Public Safety,445000,,445000,445000
2020,2921,057,0V54,Transit Security,1036000,,306000,306000
2020,2921,057,0Z69,Transit Security,,7945000,,7945000
2020,2921,057,0V91,Transit Security,6258000,,5648000,5648000
2020,2921,057,0V14,Transit Security,120000,,,
2020,280V,057,0W96,Urban Areas Security Initiative,,7217000,,7217000
2020,280V,057,0V27,Urban Areas Security Initiative,5066000,,2750000,2750000
2020,280V,057,0K94,Urban Areas Security Initiative,2676000,,,
2020,280V,057,0V61,Urban Areas Security Initiative,6914000,,6422000,6422000
2020,2844,057,0Z79,Violence Against Women - Domestic Violence Protection,91000,,,
2020,2844,057,0Z80,Violence Against Women - Domestic Violence Protection,30000,,,
2020,2844,057,0W93,Violence Against Women - Domestic Violence Protection,,134000,,134000
2020,2842,057,0Z82,Violence Against Women - Sexual Assault Program,18000,,,
2020,2842,057,0Z81,Violence Against Women - Sexual Assault Program,52000,,,
2020,2842,057,0W94,Violence Against Women - Sexual Assault Program,,71000,,71000
2020,2842,057,0W94,Total - 057 - Chicago Police Department,64819000,41652000,39649000,81301000
2020,2826,058,0M02,ComEd - Weather Emergency Grant,47000,,,
