Year,Fund Code,Dept Number,Appropriation Authority,Appropriation Account,Appropriation Account Description,Recommendation,Previous Year Revised,Previous Year Appropriation,Earlier Year Expenditures
2019,0200,027,2020,0350,Stationery and Office Supplies,27387,27387,27387,17394
2019,0200,027,2020,0300,Commodities and Materials - Total*,32187,32187,32187,17556
2019,0200,027,2020,9400,Internal Transfers and Reimbursements,,,,
2019,0200,027,2020,9438,For Services Provided by the Department of Fleet and,30000,30000,30000,30000
2019,0200,027,2020,9400,Internal Transfers and Reimbursements - Total,30000,30000,30000,30000
2019,0200,027,2020,,Appropriation Total*,8852846,8646052,8646052,7504559
2019,0200,028,2005,0000,Personnel Services,,,,
2019,0200,028,2005,0005,Salaries and Wages - on Payroll,309787,310308,310308,170113
2019,0200,028,2005,0000,Personnel Services - Total*,309787,310308,310308,170113
2019,0200,028,2005,0100,Contractual Services,,,,
2019,0200,028,2005,0138,For Professional Services for Information Technology,50000,50000,50000,932
2019,0200,028,2005,0139,For Professional Services for Information Technology,45238,45238,45238,
2019,0200,028,2005,0140,For Professional and Technical Services and Other Third,51212,46582,46582,28268
2019,0200,028,2005,0100,Contractual Services - Total*,146450,141820,141820,29200
2019,0200,028,2005,,Appropriation Total*,456237,452128,452128,199313
2019,0200,031,2005,0000,Personnel Services,,,,
2019,0200,031,2005,0005,Salaries and Wages - on Payroll,1534743,1441266,1441266,1397071
2019,0200,031,2005,0015,Schedule Salary Adjustments,,29878,29878,
2019,0200,031,2005,0020,Overtime,869,869,869,
2019,0200,031,2005,0039,For the Employment of Students as Trainees,422,422,422,
2019,0200,031,2005,0000,Personnel Services - Total*,1536034,1472435,1472435,1397071
2019,0200,031,2005,0100,Contractual Services,,,,
2019,0200,031,2005,0130,Postage,1746,1182,1182,2320
2019,0200,031,2005,0138,For Professional Services for Information Technology,12669,12887,12887,28473
2019,0200,031,2005,0140,For Professional and Technical Services and Other Third,59873,48975,48975,34692
2019,0200,031,2005,0141,Appraisals,1000,253,253,940
2019,0200,031,2005,0143,Court Reporting,53160,50922,50922,45358
2019,0200,031,2005,0145,Legal Expenses,14630,6670,6670,12520
2019,0200,031,2005,0149,For Software Maintenance and Licensing,12011,6486,6486,6900
2019,0200,031,2005,0150,Publications and Reproduction - Outside Services to Be,350,311,311,243
2019,0200,031,2005,0157,Rental of Equipment and Services,1201,3312,3312,2758
2019,0200,031,2005,0159,Lease Purchase Agreements for Equipment and Machinery,8418,13510,13510,5946
2019,0200,031,2005,0162,Repair/Maintenance of Equipment,150,200,200,
2019,0200,031,2005,0166,"Dues, Subscriptions and Memberships",6092,6364,6364,6770
2019,0200,031,2005,0169,Technical Meeting Costs,1497,1618,1618,1380
2019,0200,031,2005,0178,Freight and Express Charges,629,504,504,756
2019,0200,031,2005,0181,Mobile Communication Services,1219,1380,1380,
2019,0200,031,2005,0190,Telephone - Non-Centrex Billings,6447,6447,6447,6992
2019,0200,031,2005,0191,Telephone - Relocations of Phone Lines,,100,100,
2019,0200,031,2005,0197,Telephone - Maintenance and Repair of Equipment and,,314,314,
2019,0200,031,2005,0100,Contractual Services - Total*,181092,161435,161435,156048
2019,0200,031,2005,0200,Travel,,,,
2019,0200,031,2005,0229,Transportation and Expense Allowance,328,350,350,
2019,0200,031,2005,0245,Reimbursement to Travelers,2073,2507,2507,
2019,0200,031,2005,0270,Local Transportation,2064,1753,1753,1125
2019,0200,031,2005,0200,Travel - Total*,4465,4610,4610,1125
2019,0200,031,2005,0300,Commodities and Materials,,,,
2019,0200,031,2005,0348,Books and Related Material,903,961,961,960
2019,0200,031,2005,0350,Stationery and Office Supplies,4085,4288,4288,5424
2019,0200,031,2005,0300,Commodities and Materials - Total*,4988,5249,5249,6384
2019,0200,031,2005,9400,Internal Transfers and Reimbursements,,,,
2019,0200,031,2005,9438,For Services Provided by the Department of Fleet and,350,195,195,1176
2019,0200,031,2005,9400,Internal Transfers and Reimbursements - Total,350,195,195,1176
2019,0200,031,2005,,Appropriation Total*,1726929,1643924,1643924,1561804
2019,0200,033,2005,0000,Personnel Services,,,,
2019,0200,033,2005,0005,Salaries and Wages - on Payroll,281874,252973,252973,201095
2019,0200,033,2005,0015,Schedule Salary Adjustments,1429,3897,3897,
2019,0200,033,2005,0000,Personnel Services - Total*,283303,256870,256870,201095
2019,0200,033,2005,0100,Contractual Services,,,,
2019,0200,033,2005,0140,For Professional and Technical Services and Other Third,3808,3808,3808,
2019,0200,033,2005,0100,Contractual Services - Total*,3808,3808,3808,
2019,0200,033,2005,0300,Commodities and Materials,,,,
2019,0200,033,2005,0350,Stationery and Office Supplies,208,208,208,
2019,0200,033,2005,0300,Commodities and Materials - Total*,208,208,208,
2019,0200,033,2005,9000,Purposes as Specified,,,,
2019,0200,033,2005,9067,For Physical Exams,,28584,28584,22396
2019,0200,033,2005,9000,Purposes as Specified - Total,,28584,28584,22396
2019,0200,033,2005,,Appropriation Total*,287319,289470,289470,223491
2019,0200,035,2005,0000,Personnel Services,,,,
2019,0200,035,2005,0005,Salaries and Wages - on Payroll,250338,176905,176905,193190
2019,0200,035,2005,0015,Schedule Salary Adjustments,1834,,,
2019,0200,035,2005,0000,Personnel Services - Total*,252172,176905,176905,193190
2019,0200,035,2005,,Appropriation Total*,252172,176905,176905,193190
2019,0200,038,2126,0100,Contractual Services,,,,
2019,0200,038,2126,0125,Office and Building Services,239361,160325,160325,118887
2019,0200,038,2126,0100,Contractual Services - Total*,239361,160325,160325,118887
2019,0200,038,2126,0300,Commodities and Materials,,,,
2019,0200,038,2126,0313,Cleaning and Sanitation Supplies,6274,6274,6274,6272
2019,0200,038,2126,0300,Commodities and Materials - Total*,6274,6274,6274,6272
2019,0200,038,2126,,Appropriation Total*,245635,166599,166599,125159
2019,0200,038,2131,0100,Contractual Services,,,,
2019,0200,038,2131,0140,For Professional and Technical Services and Other Third,134427,122206,122206,121636
2019,0200,038,2131,0155,Rental of Property,338559,331171,331171,347233
2019,0200,038,2131,0100,Contractual Services - Total*,472986,453377,453377,468869
2019,0200,038,2131,0300,Commodities and Materials,,,,
2019,0200,038,2131,0315,Motor Vehicle Diesel Fuel,1261412,981805,981805,1282257
2019,0200,038,2131,0320,Gasoline,222268,190396,190396,140531
2019,0200,038,2131,0322,Natural Gas,9486919,9089259,9089259,9115603
2019,0200,038,2131,0331,Electricity,12723877,12370092,12370092,11102773
2019,0200,038,2131,0300,Commodities and Materials - Total*,23694476,22631552,22631552,21641164
2019,0200,038,2131,,Appropriation Total*,24167462,23084929,23084929,22110033
2019,0200,038,2140,0000,Personnel Services,,,,
2019,0200,038,2140,0005,Salaries and Wages - on Payroll,4398671,4062568,4062568,3973485
2019,0200,038,2140,0012,Contract Wage Increment - Prevailing Rate,44662,31583,31583,
2019,0200,038,2140,0015,Schedule Salary Adjustments,,3138,3138,
2019,0200,038,2140,0020,Overtime,120000,120000,120000,173428
2019,0200,038,2140,0000,Personnel Services - Total*,4563333,4217289,4217289,4146913
2019,0200,038,2140,0100,Contractual Services,,,,
2019,0200,038,2140,0140,For Professional and Technical Services and Other Third,325462,398930,398930,389572
2019,0200,038,2140,0149,For Software Maintenance and Licensing,20134,12883,12883,6470
2019,0200,038,2140,0160,Repair or Maintenance of Property,,65800,65800,33671
2019,0200,038,2140,0161,"Operation, Repair or Maintenance of Facilities",50000,50000,50000,36060
2019,0200,038,2140,0162,Repair/Maintenance of Equipment,104469,,,
2019,0200,038,2140,0176,Maintenance and Operation - City Owned Vehicles,219516,219516,219516,178228
2019,0200,038,2140,0100,Contractual Services - Total*,719581,747129,747129,644001
2019,0200,038,2140,0300,Commodities and Materials,,,,
2019,0200,038,2140,0360,Repair Parts and Material,1493346,1465798,1465798,1465796
2019,0200,038,2140,0300,Commodities and Materials - Total*,1493346,1465798,1465798,1465796
2019,0200,038,2140,,Appropriation Total*,6776260,6430216,6430216,6256710
2019,0200,067,2005,0000,Personnel Services,,,,
2019,0200,067,2005,0005,Salaries and Wages - on Payroll,2711937,2374877,2374877,2021801
2019,0200,067,2005,0012,Contract Wage Increment - Prevailing Rate,38170,23681,23681,
2019,0200,067,2005,0015,Schedule Salary Adjustments,1694,,,
2019,0200,067,2005,0000,Personnel Services - Total*,2751801,2398558,2398558,2021801
2019,0200,067,2005,0100,Contractual Services,,,,
2019,0200,067,2005,0181,Mobile Communication Services,27000,24266,24266,24266
2019,0200,067,2005,0100,Contractual Services - Total*,27000,24266,24266,24266
2019,0200,067,2005,0200,Travel,,,,
2019,0200,067,2005,0229,Transportation and Expense Allowance,17000,17000,17000,13953
2019,0200,067,2005,0200,Travel - Total*,17000,17000,17000,13953
2019,0200,067,2005,0300,Commodities and Materials,,,,
2019,0200,067,2005,0350,Stationery and Office Supplies,,3008,3008,2785
2019,0200,067,2005,0300,Commodities and Materials - Total*,,3008,3008,2785
2019,0200,067,2005,,Appropriation Total*,2795801,2442832,2442832,2062805
2019,0200,088,2005,0000,Personnel Services,,,,
2019,0200,088,2005,0005,Salaries and Wages - on Payroll,4937202,4753032,4753032,4039227
2019,0200,088,2005,0012,Contract Wage Increment - Prevailing Rate,30206,28967,28967,
2019,0200,088,2005,0015,Schedule Salary Adjustments,11765,7925,7925,
2019,0200,088,2005,0020,Overtime,82000,82000,82000,92250
2019,0200,088,2005,0000,Personnel Services - Total*,5061173,4871924,4871924,4131477
2019,0200,088,2005,0100,Contractual Services,,,,
2019,0200,088,2005,0130,Postage,200000,200000,200000,97948
2019,0200,088,2005,0140,For Professional and Technical Services and Other Third,3204678,3509678,3509678,2932209
2019,0200,088,2005,0150,Publications and Reproduction - Outside Services to Be,71900,71900,71900,
2019,0200,088,2005,0161,"Operation, Repair or Maintenance of Facilities",36000,36000,36000,8800
2019,0200,088,2005,0162,Repair/Maintenance of Equipment,466675,466675,466675,423314
2019,0200,088,2005,0166,"Dues, Subscriptions and Memberships",438000,438000,438000,394153
2019,0200,088,2005,0169,Technical Meeting Costs,22500,22500,22500,10412
2019,0200,088,2005,0181,Mobile Communication Services,12100,12100,12100,12100
2019,0200,088,2005,0189,Telephone - Non-Centrex Billings,17200,14300,14300,12200
2019,0200,088,2005,0190,Telephone - Non-Centrex Billings,195000,284000,284000,283066
2019,0200,088,2005,0196,Data Circuits,542600,501700,501700,501699
2019,0200,088,2005,0197,Telephone - Maintenance and Repair of Equipment and,40580,40580,40580,37854
2019,0200,088,2005,0100,Contractual Services - Total*,5247233,5597433,5597433,4713755
2019,0200,088,2005,0300,Commodities and Materials,,,,
2019,0200,088,2005,0340,Material and Supplies,314100,334200,334200,314160
2019,0200,088,2005,0348,Books and Related Material,500,500,500,
2019,0200,088,2005,0350,Stationery and Office Supplies,14500,14500,14500,11768
2019,0200,088,2005,0300,Commodities and Materials - Total*,329100,349200,349200,325928
2019,0200,088,2005,0400,Equipment,,,,
2019,0200,088,2005,0424,Furniture and Furnishings,7500,9000,9000,
2019,0200,088,2005,0440,Machinery and Equipment,99828,101000,101000,90878
2019,0200,088,2005,0400,Equipment - Total*,107328,110000,110000,90878
2019,0200,088,2005,,Appropriation Total*,10744834,10928557,10928557,9262038
2019,0200,088,2010,0000,Personnel Services,,,,
2019,0200,088,2010,0005,Salaries and Wages - on Payroll,4124381,3711379,3711379,3535867
2019,0200,088,2010,0015,Schedule Salary Adjustments,14108,15961,15961,
2019,0200,088,2010,0020,Overtime,800000,800000,800000,53829
2019,0200,088,2010,0000,Personnel Services - Total*,4938489,4527340,4527340,3589696
2019,0200,088,2010,0100,Contractual Services,,,,
2019,0200,088,2010,0140,For Professional and Technical Services and Other Third,57950,77950,77950,12628
2019,0200,088,2010,0149,For Software Maintenance and Licensing,80000,80000,80000,67660
2019,0200,088,2010,0154,"For the Rental and Maintenance of Data Processing, Office",90000,90000,90000,83619
2019,0200,088,2010,0159,Lease Purchase Agreements for Equipment and Machinery,291200,190000,190000,72150
2019,0200,088,2010,0168,Educational Development through Cooperative Education,10500,10500,10500,590
2019,0200,088,2010,0169,Technical Meeting Costs,5000,5000,5000,
2019,0200,088,2010,0191,Telephone - Relocations of Phone Lines,5000,5000,5000,1933
2019,0200,088,2010,0100,Contractual Services - Total*,539650,458450,458450,238580
2019,0200,088,2010,0300,Commodities and Materials,,,,
2019,0200,088,2010,0312,Software Purchases,6426,,,
2019,0200,088,2010,0350,Stationery and Office Supplies,31600,31600,31600,10457
2019,0200,088,2010,0300,Commodities and Materials - Total*,38026,31600,31600,10457
2019,0200,088,2010,0400,Equipment,,,,
2019,0200,088,2010,0446,"For the Purchase of Data Processing, Office Automation and",96716,96716,96716,90527
2019,0200,088,2010,0400,Equipment - Total*,96716,96716,96716,90527
2019,0200,088,2010,9400,Internal Transfers and Reimbursements,,,,
2019,0200,088,2010,9438,For Services Provided by the Department of Fleet and,82500,82500,82500,82500
2019,0200,088,2010,9400,Internal Transfers and Reimbursements - Total,82500,82500,82500,82500
2019,0200,088,2010,,Appropriation Total*,5695381,5196606,5196606,4011760
2019,0200,088,2015,0000,Personnel Services,,,,
2019,0200,088,2015,0005,Salaries and Wages - on Payroll,4553860,4358046,4358046,3886081
2019,0200,088,2015,0012,Contract Wage Increment - Prevailing Rate,37045,24977,24977,
2019,0200,088,2015,0015,Schedule Salary Adjustments,1210,5361,5361,
2019,0200,088,2015,0020,Overtime,13000,13000,13000,59158
2019,0200,088,2015,0000,Personnel Services - Total*,4605115,4401384,4401384,3945239
2019,0200,088,2015,0100,Contractual Services,,,,
2019,0200,088,2015,0140,For Professional and Technical Services and Other Third,1800000,,,1692000
2019,0200,088,2015,0162,Repair/Maintenance of Equipment,3000,3000,3000,
2019,0200,088,2015,0169,Technical Meeting Costs,10000,9000,9000,8407
2019,0200,088,2015,0100,Contractual Services - Total*,1813000,12000,12000,1700407
2019,0200,088,2015,0200,Travel,,,,
2019,0200,088,2015,0229,Transportation and Expense Allowance,40000,40000,40000,31086
2019,0200,088,2015,0200,Travel - Total*,40000,40000,40000,31086
2019,0200,088,2015,0300,Commodities and Materials,,,,
2019,0200,088,2015,0340,Material and Supplies,30000,40000,40000,35308
2019,0200,088,2015,0345,Apparatus and Instruments,4000,4000,4000,2544
2019,0200,088,2015,0348,Books and Related Material,1250,1250,1250,275
2019,0200,088,2015,0350,Stationery and Office Supplies,19000,20000,20000,10924
2019,0200,088,2015,0300,Commodities and Materials - Total*,54250,65250,65250,49051
2019,0200,088,2015,0400,Equipment,,,,
2019,0200,088,2015,0424,Furniture and Furnishings,3500,3500,3500,1470
2019,0200,088,2015,0400,Equipment - Total*,3500,3500,3500,1470
2019,0200,088,2015,,Appropriation Total*,6515865,4522134,4522134,5727253
2019,0200,088,2020,0000,Personnel Services,,,,
2019,0200,088,2020,0005,Salaries and Wages - on Payroll,56271703,52667457,52667457,46621371
2019,0200,088,2020,0012,Contract Wage Increment - Prevailing Rate,681274,577262,577262,
2019,0200,088,2020,0015,Schedule Salary Adjustments,52147,51207,51207,
2019,0200,088,2020,0020,Overtime,4018673,4018673,4018673,10282655
2019,0200,088,2020,0000,Personnel Services - Total*,61023797,57314599,57314599,56904026
2019,0200,088,2020,0100,Contractual Services,,,,
2019,0200,088,2020,0125,Office and Building Services,342000,342000,342000,157993
2019,0200,088,2020,0140,For Professional and Technical Services and Other Third,75000,100000,100000,51754
2019,0200,088,2020,0148,Testing and Inspecting,1323000,313000,313000,219521
2019,0200,088,2020,0157,Rental of Equipment and Services,191000,191000,191000,142625
2019,0200,088,2020,0159,Lease Purchase Agreements for Equipment and Machinery,170500,170500,170500,
2019,0200,088,2020,0160,Repair or Maintenance of Property,1406800,1406800,1406800,1318891
2019,0200,088,2020,0162,Repair/Maintenance of Equipment,5792500,4617500,4617500,5238709
2019,0200,088,2020,0169,Technical Meeting Costs,238800,213800,213800,106473
2019,0200,088,2020,0100,Contractual Services - Total*,9539600,7354600,7354600,7235966
2019,0200,088,2020,0200,Travel,,,,
2019,0200,088,2020,0245,Reimbursement to Travelers,3000,1000,1000,2927
2019,0200,088,2020,0200,Travel - Total*,3000,1000,1000,2927
2019,0200,088,2020,0300,Commodities and Materials,,,,
2019,0200,088,2020,0314,Fuel Oil,600000,390000,390000,389934
2019,0200,088,2020,0340,Material and Supplies,3083800,1943800,1943800,1807056
